formatted_date,high,low,open,close,volume,adjclose
2019-01-01,0.3647710084915161,0.35040199756622314,0.352512001991272,0.3647710084915161,449347622,0.3647710084915161
2019-01-02,0.3780210018157959,0.35957399010658264,0.3656750023365021,0.37524300813674927,543216669,0.37524300813674927
2019-01-03,0.37450501322746277,0.3576749861240387,0.37450501322746277,0.36022400856018066,438873803,0.36022400856018066
2019-01-04,0.3646419942378998,0.35278499126434326,0.3597530126571655,0.35674700140953064,450633876,0.35674700140953064
2019-01-05,0.361068993806839,0.3539870083332062,0.356346994638443,0.3552750051021576,452090239,0.3552750051021576
2019-01-06,0.36965999007225037,0.3525890111923218,0.35475000739097595,0.36839500069618225,492558794,0.36839500069618225
2019-01-07,0.37790998816490173,0.36338698863983154,0.36885398626327515,0.36434701085090637,499028522,0.36434701085090637
2019-01-08,0.3709920048713684,0.3607339859008789,0.36441999673843384,0.3653149902820587,499493490,0.3653149902820587
2019-01-09,0.373522013425827,0.3647559881210327,0.36588600277900696,0.3708899915218353,455908708,0.3708899915218353
2019-01-10,0.3819490075111389,0.32715898752212524,0.3714640140533447,0.3326520025730133,839535352,0.3326520025730133
2019-01-11,0.33772599697113037,0.3279139995574951,0.3312839865684509,0.33290401101112366,501054509,0.33290401101112366
2019-01-12,0.3363809883594513,0.3280330002307892,0.3330039978027344,0.3287999927997589,376386863,0.3287999927997589
2019-01-13,0.33359599113464355,0.3170979917049408,0.3286620080471039,0.31786298751831055,452358902,0.31786298751831055
2019-01-14,0.3379420042037964,0.3183540105819702,0.3183540105819702,0.33376601338386536,545540174,0.33376601338386536
2019-01-15,0.33649998903274536,0.3240109980106354,0.3339119851589203,0.3271790146827698,429283720,0.3271790146827698
2019-01-16,0.3347960114479065,0.3261739909648895,0.3269459903240204,0.3297010064125061,438731638,0.3297010064125061
2019-01-17,0.330161988735199,0.3257400095462799,0.32969000935554504,0.329353004693985,433446502,0.329353004693985
2019-01-18,0.32949399948120117,0.32185599207878113,0.3291960060596466,0.32427701354026794,376280714,0.32427701354026794
